"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"21030","E07000177",2019,"Rank of local concentration",NA,183,"a. Index of Multiple Deprivation (IMD)"
"21031","E07000189",2019,"Rank of local concentration",NA,184,"a. Index of Multiple Deprivation (IMD)"
"21032","E07000188",2019,"Rank of local concentration",NA,111,"a. Index of Multiple Deprivation (IMD)"
"21033","E07000192",2019,"Rank of local concentration",NA,148,"a. Index of Multiple Deprivation (IMD)"
"21034","E07000181",2019,"Rank of local concentration",NA,298,"a. Index of Multiple Deprivation (IMD)"
"21035","E07000187",2019,"Rank of local concentration",NA,224,"a. Index of Multiple Deprivation (IMD)"
"21036","E07000219",2019,"Rank of local concentration",NA,92,"a. Index of Multiple Deprivation (IMD)"
"21037","E07000218",2019,"Rank of local concentration",NA,182,"a. Index of Multiple Deprivation (IMD)"
"21038","E07000220",2019,"Rank of local concentration",NA,216,"a. Index of Multiple Deprivation (IMD)"
"21039","E07000216",2019,"Rank of local concentration",NA,305,"a. Index of Multiple Deprivation (IMD)"
"21040","E07000217",2019,"Rank of local concentration",NA,261,"a. Index of Multiple Deprivation (IMD)"
"21041","E07000224",2019,"Rank of local concentration",NA,150,"a. Index of Multiple Deprivation (IMD)"
"21042","E07000223",2019,"Rank of local concentration",NA,190,"a. Index of Multiple Deprivation (IMD)"
"21043","E07000225",2019,"Rank of local concentration",NA,258,"a. Index of Multiple Deprivation (IMD)"
"21044","E07000221",2019,"Rank of local concentration",NA,287,"a. Index of Multiple Deprivation (IMD)"
"21045","E07000222",2019,"Rank of local concentration",NA,248,"a. Index of Multiple Deprivation (IMD)"
"21046","E07000210",2019,"Rank of local concentration",NA,290,"a. Index of Multiple Deprivation (IMD)"
"21047","E07000209",2019,"Rank of local concentration",NA,272,"a. Index of Multiple Deprivation (IMD)"
"21048","E07000211",2019,"Rank of local concentration",NA,252,"a. Index of Multiple Deprivation (IMD)"
"21049","E07000207",2019,"Rank of local concentration",NA,288,"a. Index of Multiple Deprivation (IMD)"
"21050","E07000208",2019,"Rank of local concentration",NA,270,"a. Index of Multiple Deprivation (IMD)"
"21051","E07000214",2019,"Rank of local concentration",NA,281,"a. Index of Multiple Deprivation (IMD)"
"21052","E07000215",2019,"Rank of local concentration",NA,278,"a. Index of Multiple Deprivation (IMD)"
"21053","E07000212",2019,"Rank of local concentration",NA,264,"a. Index of Multiple Deprivation (IMD)"
"21054","E07000213",2019,"Rank of local concentration",NA,242,"a. Index of Multiple Deprivation (IMD)"
"21055","E07000034",2019,"Rank of local concentration",NA,90,"a. Index of Multiple Deprivation (IMD)"
"21056","E07000033",2019,"Rank of local concentration",NA,120,"a. Index of Multiple Deprivation (IMD)"
"21057","E07000240",2019,"Rank of local concentration",NA,293,"a. Index of Multiple Deprivation (IMD)"
"21058","E07000031",2019,"Rank of local concentration",NA,284,"a. Index of Multiple Deprivation (IMD)"
"21059","E07000032",2019,"Rank of local concentration",NA,142,"a. Index of Multiple Deprivation (IMD)"
"21060","E07000149",2019,"Rank of local concentration",NA,271,"a. Index of Multiple Deprivation (IMD)"
"21061","E07000148",2019,"Rank of local concentration",NA,79,"a. Index of Multiple Deprivation (IMD)"
"21062","E07000150",2019,"Rank of local concentration",NA,77,"a. Index of Multiple Deprivation (IMD)"
"21063","E07000241",2019,"Rank of local concentration",NA,238,"a. Index of Multiple Deprivation (IMD)"
"21064","E07000147",2019,"Rank of local concentration",NA,206,"a. Index of Multiple Deprivation (IMD)"
"21065","E07000012",2019,"Rank of local concentration",NA,306,"a. Index of Multiple Deprivation (IMD)"
"21066","E07000011",2019,"Rank of local concentration",NA,250,"a. Index of Multiple Deprivation (IMD)"
"21067","E07000026",2019,"Rank of local concentration",NA,70,"a. Index of Multiple Deprivation (IMD)"
"21068","E07000009",2019,"Rank of local concentration",NA,296,"a. Index of Multiple Deprivation (IMD)"
"21069","E07000010",2019,"Rank of local concentration",NA,115,"a. Index of Multiple Deprivation (IMD)"
"21070","E07000029",2019,"Rank of local concentration",NA,78,"a. Index of Multiple Deprivation (IMD)"
"21071","E07000030",2019,"Rank of local concentration",NA,262,"a. Index of Multiple Deprivation (IMD)"
"21072","E07000027",2019,"Rank of local concentration",NA,9,"a. Index of Multiple Deprivation (IMD)"
"21073","E07000028",2019,"Rank of local concentration",NA,106,"a. Index of Multiple Deprivation (IMD)"
"21074","E07000169",2019,"Rank of local concentration",NA,222,"a. Index of Multiple Deprivation (IMD)"
"21075","E07000168",2019,"Rank of local concentration",NA,41,"a. Index of Multiple Deprivation (IMD)"
"21076","E07000170",2019,"Rank of local concentration",NA,71,"a. Index of Multiple Deprivation (IMD)"
"21077","E07000166",2019,"Rank of local concentration",NA,292,"a. Index of Multiple Deprivation (IMD)"
"21078","E07000167",2019,"Rank of local concentration",NA,265,"a. Index of Multiple Deprivation (IMD)"
"21079","E07000174",2019,"Rank of local concentration",NA,60,"a. Index of Multiple Deprivation (IMD)"
"21080","E07000173",2019,"Rank of local concentration",NA,208,"a. Index of Multiple Deprivation (IMD)"
"21081","E07000175",2019,"Rank of local concentration",NA,129,"a. Index of Multiple Deprivation (IMD)"
"21082","E07000171",2019,"Rank of local concentration",NA,95,"a. Index of Multiple Deprivation (IMD)"
"21083","E07000172",2019,"Rank of local concentration",NA,187,"a. Index of Multiple Deprivation (IMD)"
"21084","E07000154",2019,"Rank of local concentration",NA,91,"a. Index of Multiple Deprivation (IMD)"
"21085","E07000153",2019,"Rank of local concentration",NA,102,"a. Index of Multiple Deprivation (IMD)"
"21086","E07000155",2019,"Rank of local concentration",NA,315,"a. Index of Multiple Deprivation (IMD)"
"21087","E07000151",2019,"Rank of local concentration",NA,203,"a. Index of Multiple Deprivation (IMD)"
"21088","E07000152",2019,"Rank of local concentration",NA,205,"a. Index of Multiple Deprivation (IMD)"
"21089","E07000164",2019,"Rank of local concentration",NA,267,"a. Index of Multiple Deprivation (IMD)"
"21090","E07000165",2019,"Rank of local concentration",NA,280,"a. Index of Multiple Deprivation (IMD)"
"21091","E07000156",2019,"Rank of local concentration",NA,110,"a. Index of Multiple Deprivation (IMD)"
"21092","E07000163",2019,"Rank of local concentration",NA,260,"a. Index of Multiple Deprivation (IMD)"
"21093","E08000010",2019,"Rank of local concentration",NA,50,"a. Index of Multiple Deprivation (IMD)"
"21094","E08000009",2019,"Rank of local concentration",NA,124,"a. Index of Multiple Deprivation (IMD)"
"21095","E08000011",2019,"Rank of local concentration",NA,2,"a. Index of Multiple Deprivation (IMD)"
"21096","E08000007",2019,"Rank of local concentration",NA,58,"a. Index of Multiple Deprivation (IMD)"
"21097","E08000008",2019,"Rank of local concentration",NA,45,"a. Index of Multiple Deprivation (IMD)"
"21098","E08000015",2019,"Rank of local concentration",NA,8,"a. Index of Multiple Deprivation (IMD)"
"21099","E08000014",2019,"Rank of local concentration",NA,19,"a. Index of Multiple Deprivation (IMD)"
"21100","E08000016",2019,"Rank of local concentration",NA,51,"a. Index of Multiple Deprivation (IMD)"
"21101","E08000012",2019,"Rank of local concentration",NA,5,"a. Index of Multiple Deprivation (IMD)"
"21102","E08000013",2019,"Rank of local concentration",NA,21,"a. Index of Multiple Deprivation (IMD)"
"21103","E09000033",2019,"Rank of local concentration",NA,132,"a. Index of Multiple Deprivation (IMD)"
"21104","E09000032",2019,"Rank of local concentration",NA,198,"a. Index of Multiple Deprivation (IMD)"
"21105","E08000001",2019,"Rank of local concentration",NA,34,"a. Index of Multiple Deprivation (IMD)"
"21106","E09000030",2019,"Rank of local concentration",NA,134,"a. Index of Multiple Deprivation (IMD)"
"21107","E09000031",2019,"Rank of local concentration",NA,141,"a. Index of Multiple Deprivation (IMD)"
"21108","E08000005",2019,"Rank of local concentration",NA,25,"a. Index of Multiple Deprivation (IMD)"
"21109","E08000004",2019,"Rank of local concentration",NA,22,"a. Index of Multiple Deprivation (IMD)"
"21110","E08000006",2019,"Rank of local concentration",NA,20,"a. Index of Multiple Deprivation (IMD)"
"21111","E08000002",2019,"Rank of local concentration",NA,64,"a. Index of Multiple Deprivation (IMD)"
"21112","E08000003",2019,"Rank of local concentration",NA,13,"a. Index of Multiple Deprivation (IMD)"
"21113","E08000030",2019,"Rank of local concentration",NA,56,"a. Index of Multiple Deprivation (IMD)"
"21114","E08000029",2019,"Rank of local concentration",NA,74,"a. Index of Multiple Deprivation (IMD)"
"21115","E08000031",2019,"Rank of local concentration",NA,67,"a. Index of Multiple Deprivation (IMD)"
"21116","E08000027",2019,"Rank of local concentration",NA,80,"a. Index of Multiple Deprivation (IMD)"
"21117","E08000028",2019,"Rank of local concentration",NA,53,"a. Index of Multiple Deprivation (IMD)"
"21118","E08000035",2019,"Rank of local concentration",NA,28,"a. Index of Multiple Deprivation (IMD)"
"21119","E08000034",2019,"Rank of local concentration",NA,81,"a. Index of Multiple Deprivation (IMD)"
"21120","E08000036",2019,"Rank of local concentration",NA,57,"a. Index of Multiple Deprivation (IMD)"
"21121","E08000032",2019,"Rank of local concentration",NA,17,"a. Index of Multiple Deprivation (IMD)"
"21122","E08000033",2019,"Rank of local concentration",NA,54,"a. Index of Multiple Deprivation (IMD)"
"21123","E08000021",2019,"Rank of local concentration",NA,12,"a. Index of Multiple Deprivation (IMD)"
"21124","E08000019",2019,"Rank of local concentration",NA,36,"a. Index of Multiple Deprivation (IMD)"
"21125","E08000022",2019,"Rank of local concentration",NA,82,"a. Index of Multiple Deprivation (IMD)"
"21126","E08000017",2019,"Rank of local concentration",NA,42,"a. Index of Multiple Deprivation (IMD)"
"21127","E08000018",2019,"Rank of local concentration",NA,31,"a. Index of Multiple Deprivation (IMD)"
"21128","E08000025",2019,"Rank of local concentration",NA,30,"a. Index of Multiple Deprivation (IMD)"
"21129","E08000026",2019,"Rank of local concentration",NA,66,"a. Index of Multiple Deprivation (IMD)"
"21130","E08000023",2019,"Rank of local concentration",NA,62,"a. Index of Multiple Deprivation (IMD)"
"21131","E08000024",2019,"Rank of local concentration",NA,37,"a. Index of Multiple Deprivation (IMD)"
"21132","E09000004",2019,"Rank of local concentration",NA,179,"a. Index of Multiple Deprivation (IMD)"
"21133","E09000003",2019,"Rank of local concentration",NA,196,"a. Index of Multiple Deprivation (IMD)"
"21134","E09000005",2019,"Rank of local concentration",NA,114,"a. Index of Multiple Deprivation (IMD)"
"21135","E09000001",2019,"Rank of local concentration",NA,236,"a. Index of Multiple Deprivation (IMD)"
"21136","E09000002",2019,"Rank of local concentration",NA,125,"a. Index of Multiple Deprivation (IMD)"
"21137","E09000009",2019,"Rank of local concentration",NA,143,"a. Index of Multiple Deprivation (IMD)"
"21138","E09000008",2019,"Rank of local concentration",NA,133,"a. Index of Multiple Deprivation (IMD)"
"21139","E09000010",2019,"Rank of local concentration",NA,116,"a. Index of Multiple Deprivation (IMD)"
"21140","E09000006",2019,"Rank of local concentration",NA,170,"a. Index of Multiple Deprivation (IMD)"
"21141","E09000007",2019,"Rank of local concentration",NA,167,"a. Index of Multiple Deprivation (IMD)"
"21142","E06000059",2015,"Rank of local concentration",NA,206,"a. Index of Multiple Deprivation (IMD)"
"21143","E07000244",2015,"Rank of local concentration",NA,112,"a. Index of Multiple Deprivation (IMD)"
"21144","E06000058",2015,"Rank of local concentration",NA,150,"a. Index of Multiple Deprivation (IMD)"
"21145","E07000246",2015,"Rank of local concentration",NA,173,"a. Index of Multiple Deprivation (IMD)"
"21146","E07000245",2015,"Rank of local concentration",NA,233,"a. Index of Multiple Deprivation (IMD)"
"21147","E06000059",2019,"Rank of local concentration",NA,188,"a. Index of Multiple Deprivation (IMD)"
"21148","E07000244",2019,"Rank of local concentration",NA,96,"a. Index of Multiple Deprivation (IMD)"
"21149","E06000058",2019,"Rank of local concentration",NA,140,"a. Index of Multiple Deprivation (IMD)"
"21150","E07000246",2019,"Rank of local concentration",NA,160,"a. Index of Multiple Deprivation (IMD)"
"21151","E07000245",2019,"Rank of local concentration",NA,220,"a. Index of Multiple Deprivation (IMD)"
"21152","E09000023",2019,"Rank of local concentration",NA,136,"a. Index of Multiple Deprivation (IMD)"
"21153","E09000022",2019,"Rank of local concentration",NA,156,"a. Index of Multiple Deprivation (IMD)"
"21154","E09000024",2019,"Rank of local concentration",NA,209,"a. Index of Multiple Deprivation (IMD)"
"21155","E09000020",2019,"Rank of local concentration",NA,112,"a. Index of Multiple Deprivation (IMD)"
"21156","E09000021",2019,"Rank of local concentration",NA,285,"a. Index of Multiple Deprivation (IMD)"
"21157","E09000028",2019,"Rank of local concentration",NA,145,"a. Index of Multiple Deprivation (IMD)"
"21158","E09000027",2019,"Rank of local concentration",NA,275,"a. Index of Multiple Deprivation (IMD)"
"21159","E09000029",2019,"Rank of local concentration",NA,186,"a. Index of Multiple Deprivation (IMD)"
"21160","E09000025",2019,"Rank of local concentration",NA,137,"a. Index of Multiple Deprivation (IMD)"
"21161","E09000026",2019,"Rank of local concentration",NA,207,"a. Index of Multiple Deprivation (IMD)"
"21162","E09000014",2019,"Rank of local concentration",NA,97,"a. Index of Multiple Deprivation (IMD)"
"21163","E09000013",2019,"Rank of local concentration",NA,152,"a. Index of Multiple Deprivation (IMD)"
"21164","E09000015",2019,"Rank of local concentration",NA,227,"a. Index of Multiple Deprivation (IMD)"
"21165","E09000011",2019,"Rank of local concentration",NA,151,"a. Index of Multiple Deprivation (IMD)"
"21166","E09000012",2019,"Rank of local concentration",NA,107,"a. Index of Multiple Deprivation (IMD)"
"21167","E09000018",2019,"Rank of local concentration",NA,177,"a. Index of Multiple Deprivation (IMD)"
"21168","E09000019",2019,"Rank of local concentration",NA,126,"a. Index of Multiple Deprivation (IMD)"
"21169","E09000016",2019,"Rank of local concentration",NA,174,"a. Index of Multiple Deprivation (IMD)"
"21170","E09000017",2019,"Rank of local concentration",NA,194,"a. Index of Multiple Deprivation (IMD)"
"21171","E07000099",2019,"Rank of local concentration",NA,237,"a. Index of Multiple Deprivation (IMD)"
"21172","E07000098",2019,"Rank of local concentration",NA,231,"a. Index of Multiple Deprivation (IMD)"
"21173","E07000102",2019,"Rank of local concentration",NA,269,"a. Index of Multiple Deprivation (IMD)"
"21174","E07000095",2019,"Rank of local concentration",NA,185,"a. Index of Multiple Deprivation (IMD)"
"21175","E07000096",2019,"Rank of local concentration",NA,240,"a. Index of Multiple Deprivation (IMD)"
"21176","E07000107",2019,"Rank of local concentration",NA,146,"a. Index of Multiple Deprivation (IMD)"
"21177","E07000106",2019,"Rank of local concentration",NA,157,"a. Index of Multiple Deprivation (IMD)"
"21178","E07000108",2019,"Rank of local concentration",NA,109,"a. Index of Multiple Deprivation (IMD)"
"21179","E07000103",2019,"Rank of local concentration",NA,221,"a. Index of Multiple Deprivation (IMD)"
"21180","E07000105",2019,"Rank of local concentration",NA,149,"a. Index of Multiple Deprivation (IMD)"
"21181","E07000088",2019,"Rank of local concentration",NA,147,"a. Index of Multiple Deprivation (IMD)"
"21182","E07000087",2019,"Rank of local concentration",NA,274,"a. Index of Multiple Deprivation (IMD)"
"21183","E07000089",2019,"Rank of local concentration",NA,316,"a. Index of Multiple Deprivation (IMD)"
"21184","E07000085",2019,"Rank of local concentration",NA,277,"a. Index of Multiple Deprivation (IMD)"
"21185","E07000086",2019,"Rank of local concentration",NA,253,"a. Index of Multiple Deprivation (IMD)"
"21186","E07000093",2019,"Rank of local concentration",NA,247,"a. Index of Multiple Deprivation (IMD)"
"21187","E07000092",2019,"Rank of local concentration",NA,180,"a. Index of Multiple Deprivation (IMD)"
