FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E07000029,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,73,a. Index of Multiple Deprivation (IMD)
E07000027,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,29,a. Index of Multiple Deprivation (IMD)
E07000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,79,a. Index of Multiple Deprivation (IMD)
E07000028,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,112,a. Index of Multiple Deprivation (IMD)
E09000003,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,210,h. Living Environment Deprivation Domain
E09000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,5,h. Living Environment Deprivation Domain
E06000046,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,65,h. Living Environment Deprivation Domain
E09000022,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,17,h. Living Environment Deprivation Domain
E06000040,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E09000021,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,112,h. Living Environment Deprivation Domain
E06000053,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000038,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,52,h. Living Environment Deprivation Domain
E06000052,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,109,e. Health Deprivation and Disability Domain
E07000083,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E09000006,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,232,h. Living Environment Deprivation Domain
E06000045,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,40,h. Living Environment Deprivation Domain
E07000108,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,127,a. Index of Multiple Deprivation (IMD)
E07000099,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000109,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,91,a. Index of Multiple Deprivation (IMD)
E07000090,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,114,i. Income Deprivation Affecting Children Index (IDACI)
E07000113,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,52,a. Index of Multiple Deprivation (IMD)
E07000089,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000034,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,264,g. Barriers to Housing and Services Domain
E07000033,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,264,g. Barriers to Housing and Services Domain
E09000020,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,2,h. Living Environment Deprivation Domain
E07000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,71,g. Barriers to Housing and Services Domain
E07000098,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,207,i. Income Deprivation Affecting Children Index (IDACI)
E07000123,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,19,e. Health Deprivation and Disability Domain
E06000050,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,81,e. Health Deprivation and Disability Domain
E06000051,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,170,e. Health Deprivation and Disability Domain
E06000047,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,25,e. Health Deprivation and Disability Domain
E06000032,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,122,e. Health Deprivation and Disability Domain
E06000034,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000056,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000005,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,46,e. Health Deprivation and Disability Domain
E06000007,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,56,e. Health Deprivation and Disability Domain
E07000155,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000036,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000035,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,133,e. Health Deprivation and Disability Domain
E06000009,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,4,e. Health Deprivation and Disability Domain
E07000165,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,163,e. Health Deprivation and Disability Domain
E06000055,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,140,e. Health Deprivation and Disability Domain
E07000164,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000054,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000167,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000049,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,113,e. Health Deprivation and Disability Domain
E06000057,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,89,e. Health Deprivation and Disability Domain
E06000037,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E06000038,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000166,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000171,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,75,e. Health Deprivation and Disability Domain
E07000168,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,82,e. Health Deprivation and Disability Domain
E07000164,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000102,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E09000001,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,43,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000165,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,188,a. Index of Multiple Deprivation (IMD)
E07000155,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000118,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,125,a. Index of Multiple Deprivation (IMD)
E07000098,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E09000027,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,183,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000102,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,176,a. Index of Multiple Deprivation (IMD)
E09000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,114,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000103,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000078,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,145,a. Index of Multiple Deprivation (IMD)
E07000243,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,219,g. Barriers to Housing and Services Domain
E07000242,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,121,g. Barriers to Housing and Services Domain
E07000124,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000129,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000239,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,125,g. Barriers to Housing and Services Domain
E07000127,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,99,a. Index of Multiple Deprivation (IMD)
E07000122,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,18,a. Index of Multiple Deprivation (IMD)
E07000121,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,80,a. Index of Multiple Deprivation (IMD)
E07000166,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000115,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000116,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000119,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,174,a. Index of Multiple Deprivation (IMD)
E07000152,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,191,i. Income Deprivation Affecting Children Index (IDACI)
E07000165,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000107,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,167,i. Income Deprivation Affecting Children Index (IDACI)
E07000153,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,144,i. Income Deprivation Affecting Children Index (IDACI)
E09000033,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,28,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000155,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000110,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,169,a. Index of Multiple Deprivation (IMD)
E07000106,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,125,i. Income Deprivation Affecting Children Index (IDACI)
E07000105,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,127,i. Income Deprivation Affecting Children Index (IDACI)
E06000016,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,13,j. Income Deprivation Affecting Older People Index (IDAOPI)
E09000002,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,45,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000079,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000080,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000114,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,35,a. Index of Multiple Deprivation (IMD)
E07000163,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000117,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,9,a. Index of Multiple Deprivation (IMD)
E09000031,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,37,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000112,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,127,a. Index of Multiple Deprivation (IMD)
E07000111,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000133,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E07000120,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,22,a. Index of Multiple Deprivation (IMD)
E07000130,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,171,a. Index of Multiple Deprivation (IMD)
E07000151,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,185,i. Income Deprivation Affecting Children Index (IDACI)
E07000132,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,200,a. Index of Multiple Deprivation (IMD)
E08000026,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,81,f. Crime Domain
E07000169,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E08000024,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,152,f. Crime Domain
E07000172,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000151,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000042,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,233,i. Income Deprivation Affecting Children Index (IDACI)
E07000038,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000156,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,173,e. Health Deprivation and Disability Domain
E07000037,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,220,f. Crime Domain
E07000036,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,140,f. Crime Domain
E07000040,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,178,f. Crime Domain
E07000041,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,141,f. Crime Domain
E06000006,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,8,e. Health Deprivation and Disability Domain
E06000011,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,136,e. Health Deprivation and Disability Domain
E06000012,2015,Rank of proportion of LSOAs in most deprived 10% nationally,,79,e. Health Deprivation and Disability Domain
